Liste	SubjID	Age	Gender	Versuchsleiter	category	color	id	item	Voicekey	Error
2	MA02	21	M	MA	filler	blue	108	policeman_blue.png	2062	0
2	MA02	21	M	MA	critical	yellow	32	clock_yellow.png	1239	0
2	MA02	21	M	MA	critical	pink	30	bag_pink.png	1436	0
2	MA02	21	M	MA	control	blue	70	bra_blue.png	1308	1
2	MA02	21	M	MA	critical	white	1	fish_white.png	1014	0
2	MA02	21	M	MA	critical	green	47	star_green.png	1479	1
2	MA02	21	M	MA	critical	red	12	belt_red.png	989	0
2	MA02	21	M	MA	critical	yellow	40	hair_yellow.png	1111	0
2	MA02	21	M	MA	critical	blue	22	magnet_blue.png	1460	1
2	MA02	21	M	MA	control	red	68	pillar_red.png	801	0
2	MA02	21	M	MA	filler	pink	114	crab_pink.png	1331	0
2	MA02	21	M	MA	critical	green	44	bandaid_green.png	1177	1
2	MA02	21	M	MA	filler	white	103	leaf_white.png	1173	0
2	MA02	21	M	MA	critical	red	10	tiger_red.png	1350	0
2	MA02	21	M	MA	critical	pink	31	mailbox_pink.png	1162	0
2	MA02	21	M	MA	critical	blue	24	microscope_blue.png	1485	1
2	MA02	21	M	MA	critical	white	6	peas_white.png	1381	0
2	MA02	21	M	MA	critical	yellow	36	squirrel_yellow.png	1258	0
2	MA02	21	M	MA	filler	pink	116	square_pink.png	1379	0
2	MA02	21	M	MA	critical	green	48	road_green.png	1298	1
2	MA02	21	M	MA	control	white	51	monkey_white.png	1057	0
2	MA02	21	M	MA	control	blue	72	church_blue.png	1029	1
2	MA02	21	M	MA	control	yellow	86	hinge_yellow.png	1391	0
2	MA02	21	M	MA	critical	pink	26	mop_pink.png	1286	1
2	MA02	21	M	MA	critical	red	11	helmet_red.png	1214	0
2	MA02	21	M	MA	filler	green	120	panda_green.png	1826	1
2	MA02	21	M	MA	control	pink	78	nest_pink.png	1315	0
2	MA02	21	M	MA	control	blue	69	bone_blue.png	1502	1
2	MA02	21	M	MA	critical	red	16	bucket_red.png	848	0
2	MA02	21	M	MA	critical	white	4	baby_white.png	944	0
2	MA02	21	M	MA	critical	yellow	39	bra_yellow.png	1145	0
2	MA02	21	M	MA	control	green	97	stove_green.png	1442	1
2	MA02	21	M	MA	critical	pink	27	rollerskate_pink.png	1646	0
2	MA02	21	M	MA	control	yellow	88	curtains_yellow.png	1188	0
2	MA02	21	M	MA	filler	green	119	policeman_green.png	1208	1
2	MA02	21	M	MA	control	red	67	bathrobe_red.png	893	0
2	MA02	21	M	MA	critical	white	5	crib_white.png	2033	1
2	MA02	21	M	MA	critical	blue	21	ladder_blue.png	1268	1
2	MA02	21	M	MA	filler	pink	118	violin_pink.png	2009	1
2	MA02	21	M	MA	control	yellow	83	bomb_yellow.png	1485	0
2	MA02	21	M	MA	critical	red	18	bird_red.png	1561	1
2	MA02	21	M	MA	control	green	92	shovel_green.png	905	1
2	MA02	21	M	MA	critical	blue	19	monkey_blue.png	1865	1
2	MA02	21	M	MA	control	white	52	helmet_white.png	864	0
2	MA02	21	M	MA	critical	red	13	bone_red.png	717	0
2	MA02	21	M	MA	control	yellow	90	microphone_yellow.png	1115	0
2	MA02	21	M	MA	control	green	93	crib_green.png	1821	1
2	MA02	21	M	MA	control	pink	77	castle_pink.png	1452	0
2	MA02	21	M	MA	critical	blue	20	hinge_blue.png	1435	1
2	MA02	21	M	MA	control	white	56	beard_white.png	811	0
2	MA02	21	M	MA	control	red	61	peas_red.png	1007	0
2	MA02	21	M	MA	control	green	96	hair_green.png	837	1
2	MA02	21	M	MA	control	yellow	91	pillow_yellow.png	1186	0

